media_viewers	pico_viewers	desvio_viewers	frequencia	crescimento_medio	volatilidade	tempo_horas	quantidade_categorias
-0.04201687848274945	-0.032068296199899204	0.0476438525713886	-0.7061362911383003	-2.2357226807288897	0.07684008754947536	-0.7061362911383003	-0.4359432291543438
-0.2688452856881575	-0.17990083805103121	-0.15596549075915603	-0.6680601102133839	-0.05616137854363864	-0.20426099591435676	-0.6680601102133839	-0.4359432291543438
-0.18916407326412324	-0.10458511965527377	-0.09416248650839061	2.6064914493294356	-0.041364786019309	-0.1514440187325553	2.6064914493294356	2.399712406969409
-0.19778952409773753	-0.15038521867972088	-0.1447063863714167	-0.4205649342014266	-0.03283573371408536	-0.1933325274588551	-0.4205649342014266	-0.4359432291543438
-0.09485043016590737	-0.012857699109089453	-0.027934114701594043	1.2357489360324414	-0.021277771840500517	0.012910456563847853	1.2357489360324414	0.13118789807040676
0.27157583841054406	0.09159197116610795	0.05101236726271712	0.7407585840085268	0.05836491531852226	0.055404651791694355	0.7407585840085268	-0.4359432291543438
-0.18207533296585632	-0.12799405915665785	-0.11338188066470892	-0.4205649342014266	-0.04629283650036609	-0.1288336409629714	-0.4205649342014266	-0.4359432291543438
-0.26651172498564113	-0.1744302706675556	-0.14680529793070168	-0.5157553865137179	-0.061130154957034596	-0.19814327951703348	-0.5157553865137179	0.13118789807040676
-0.2309947508956045	-0.15636467605235702	-0.12884855348937152	-0.5157553865137179	-0.033463104473352524	-0.17264352339386332	-0.5157553865137179	-0.4359432291543438
-0.15868860668774998	-0.09059064495335939	-0.08565542019148537	0.35999677475936176	-0.06902545646137141	-0.11184017037607774	0.35999677475936176	-0.4359432291543438
-0.1778814677244309	-0.12710350167562692	-0.11189260409433739	-0.38248875327651005	-0.009183856089713152	-0.11363713431293804	-0.38248875327651005	-0.4359432291543438
-0.2449260985198703	-0.15623745355506688	-0.1368762161149977	0.7978728553959016	-0.05286722300571094	-0.18188448619489547	0.7978728553959016	-0.4359432291543438
-0.22116496430701235	-0.1591635709927399	-0.13882982788383366	-0.7251743816007586	-0.09726671069082343	-0.10759920955163027	-0.7251743816007586	0.13118789807040676
-0.24193780789750743	-0.16094468595480171	-0.13079655391238182	-0.0017269440273450381	-0.025882897274506975	-0.17535743115040547	-0.0017269440273450381	-0.4359432291543438
-0.2541753878663925	-0.14695021125288735	-0.11032096673195853	-0.5919077483635509	-0.306871281361984	-0.16555277823472292	-0.5919077483635509	-0.4359432291543438
0.035416341855479316	-0.04313665346414059	-0.039021596174543705	-0.6299839292884674	0.48156347668790134	-0.009063937665581417	-0.6299839292884674	0.13118789807040676
-0.2673226148050484	-0.1740486031756852	-0.14336174632174867	-0.2492221200393023	-0.06301226723483609	-0.1943560520540017	-0.2492221200393023	0.6983190252951573
-0.2549280137506275	-0.17392138067839508	-0.14893984842189772	-0.6109458388260091	-0.035792218417131885	-0.19220483096659677	-0.6109458388260091	-0.4359432291543438
-0.26488199544663643	-0.1615807984412524	-0.1395792948884431	1.4832441120443987	-0.044454321173632315	-0.1906736112521022	1.4832441120443987	3.53397466141891
-0.1768780739804164	-0.13715407896154727	-0.11944794429669475	0.7788347649334433	-0.06437157054658163	-0.16368871728148246	0.7788347649334433	0.13118789807040676
-0.15907963577844192	-0.13677241146967686	-0.12941880245433526	-0.687098200675842	0.18166232887935913	-0.1790077310260931	-0.687098200675842	-0.4359432291543438
-0.10926937713832043	-0.08461118758072324	-0.06557837296336402	0.5503776793839442	-0.03801290632751616	-0.0823985616653218	0.5503776793839442	1.265450152519908
-0.2691606317290381	-0.17786527809438912	-0.15054209141357447	-0.7061362911383003	-0.03609806166227463	-0.17522822616358025	-0.7061362911383003	-0.4359432291543438
-0.22979643594025823	-0.1538202261065544	-0.13906170113585392	-0.38248875327651005	-0.10901109130430481	-0.17941626002545208	-0.38248875327651005	-0.4359432291543438
-0.10975320806390008	-0.09186286992626069	-0.0026779155390715356	-0.6299839292884674	-0.5701877514658322	0.055125494349667396	-0.6299839292884674	-0.4359432291543438
-0.26188965301501993	-0.1661608083436971	-0.13412446039602527	-0.2492221200393023	-0.020330143246026493	-0.19179823675392144	-0.2492221200393023	-0.4359432291543438
-0.21929090783549343	-0.1604357959656412	-0.14581407589399778	-0.6490220197509255	0.018953722463419302	-0.19083516086961697	-0.6490220197509255	-0.4359432291543438
-0.13975566535333575	-0.09758788230431657	-0.08149195183463348	0.3219205938344452	0.014639723005616383	-0.1142485619189666	0.3219205938344452	-0.4359432291543438
-0.2878921865573451	-0.18702529789927855	-0.1584150827463513	-0.7251743816007586	-0.009183856089713152	-0.21110037468496204	-0.7251743816007586	-0.4359432291543438
-0.2282917848309137	-0.16603358584640696	-0.15586993600321236	-0.6299839292884674	-0.06895436456903799	-0.20647305390805026	-0.6299839292884674	-0.4359432291543438
0.346606734459932	0.12632371292631367	0.04366756269189314	1.8640059212935636	0.024272735422423544	0.02031214978582581	1.8640059212935636	1.8325812797446586
-0.23264356019506582	-0.16196246593312277	-0.1425113810475944	-0.6680601102133839	-0.013587998819768663	-0.15947346815921404	-0.6680601102133839	-0.4359432291543438
-0.24159938775607456	-0.1703591507542714	-0.15167418656281795	-0.7251743816007586	0.049538046977693706	-0.18300720129162915	-0.7251743816007586	-0.4359432291543438
-0.19784240608354037	-0.11692570189241647	-0.06581369317314886	-0.23018402957684406	-0.1358029595788092	-0.12094645947899614	-0.23018402957684406	-0.4359432291543438
0.4123967664261801	0.374662027636649	0.46693641917127926	-0.3253744818891353	1.14802060327125	0.283012279704489	-0.3253744818891353	0.13118789807040676
-0.21720421803355214	-0.15292966862552348	-0.12024989908657659	-0.687098200675842	0.240384231946766	-0.07696632295801538	-0.687098200675842	-0.4359432291543438
-0.18366581510286914	-0.1220146017840217	-0.1010343825269439	-0.6490220197509255	-0.4459280101535516	-0.13747354980715085	-0.6490220197509255	-0.4359432291543438
-0.1026693892728461	-0.08677397003465546	-0.10359249920120915	2.9872532585786002	-0.031763471101672894	-0.13961146999322463	2.9872532585786002	0.13118789807040676
