user_name	media_viewers	pico_viewers	desvio_viewers	frequencia	crescimento_medio	volatilidade	tempo_horas	quantidade_categorias	language	game_id	cluster
占皮	384.2	474	49.98483980694862	20	1.4736842105263157	42.626763138578966	5.0	1	zh-hk	509658.0	0
卡嘎咪	1144.0869565217392	1465	221.82526150174183	23	30.90909090909091	110.79019601240688	5.75	1	zh	55453844.0	0
卡爾比	181.6	197	10.430723848324238	5	1.0	20.477630071210225	1.25	1	zh	509658.0	0
卡門哥	294.7089552238806	386	45.43487856127357	134	0.8345864661654135	28.30333004584009	33.5	1	zh	509672.0	0
厄倫蒂兒	923.6153846153846	1117	157.64823549233324	26	5.2	121.51954575293638	6.5	2	zh	509658.0	0
厭世醫師阿萬	1361.4545454545455	1523	132.36416708185308	11	7.4	102.68419763743807	2.75	1	zh	1991115310.0	0
台北建東	1668.3833333333334	2502	478.6055758125677	120	-1.5210084033613445	340.1444072379342	30.0	2	zh	509658.0	0
史門	237.20833333333331	304	43.47910959316548	24	0.9130434782608696	26.81233271781385	6.0	1	ja	21779.0	0
右汝	382.8	410	26.78992347880075	5	13.0	16.832508230603462	1.25	2	zh	509658.0	0
叶ちゃんねる	10357.53846153846	18867	4672.423505308082	39	106.15789473684212	2218.320578864034	9.75	2	ja	32982.0	0
向尋	492.88235294117646	662	66.81773936700975	17	10.9375	72.6548633380221	4.25	1	zh	509658.0	0
吠瑠うに	544.375	1090	242.48098311808508	24	2.869565217391304	195.5238428492281	6.0	1	ja	491931.0	0
吧噗バブ	517.375	619	71.48613751730372	8	31.428571428571427	25.402474570122383	2.0	1	zh	509659.0	0
呂布キング	293.96	454	50.47976492285464	25	8.75	39.80741683132188	6.25	1	ja	516575.0	0
咖撒	2154.3026315789475	8329	1557.302976471282	76	37.64	1040.2582143066368	19.0	2	zh	21779.0	0
咩花糖	370.3333333333333	388	16.848343143070966	6	-6.0	10.954451150103322	1.5	1	zh	509658.0	0
咪咪蛋	557.4380165289256	1306	225.96289859775595	121	7.425	79.70836153854665	30.25	5	zh	1804231074.0	0
哀瘋米	188.0	202	12.19289410544792	4	-9.666666666666666	2.516611478423584	1.0	1	zh	516575.0	0
哈奇_	253.57142857142856	289	22.81707798161384	7	10.5	13.663820841916802	1.75	1	zh	491487.0	0
哈瓜哈瓜	720.453125	1285	229.0575645207406	128	0.6692913385826772	138.75804310267674	32.0	6	zh	1991115310.0	0
哈耿	1639.3714285714286	2436	339.7858396206685	35	24.235294117647054	211.1667528387372	8.75	4	zh	516575.0	0
啊潔呀呀	224.75	246	15.64562923904674	8	3.2857142857142856	23.82375765011533	2.0	2	zh	509658.0	0
啊瀚瀚瀚	347.2857142857143	425	67.03205728080187	14	-14.307692307692308	78.6695457969438	3.5	1	zh	511224.0	0
喬希啊	3520.610294117647	6243	1157.531595746961	136	19.09629629629629	229.5347297259378	34.0	3	zh	509658.0	0
喰_はむ	220.66666666666663	332	56.14861233073055	6	-29.4	46.111820610338086	1.5	1	ja	491931.0	0
嘿喵	401.6333333333333	811	148.08666343396916	60	-3.593220338983051	47.11179610834278	15.0	1	zh	1571205119.0	0
嚕伊	341.0	378	35.519008995184535	6	3.0	46.36270052531453	1.5	1	zh	1804231074.0	0
國動	283.9166666666667	329	32.92542077686075	12	0.2727272727272727	38.99254007907387	3.0	2	zh	509658.0	0
國濤	1123.2868217054263	3205	642.6171123056877	129	5.6015625	196.1599194873596	32.25	2	zh	511224.0	0
塚原大地	487.27272727272725	733	82.96866878527092	121	-0.1833333333333333	59.09143795183602	30.25	2	ja	516575.0	0
多莉多莉	337.875	391	69.9151271185285	8	25.285714285714285	55.715689847996096	2.0	1	zh-hk	509658.0	0
夜よいち	538.6176470588235	2056	331.9165975717919	68	5.955223880597015	206.12951451114577	17.0	2	ja	21779.0	0
夜雨北鼻	379.28125	562	99.0357492883089	32	-2.419354838709677	99.10054631317574	8.0	1	zh	509658.0	0
夢咲刻夜	361.7083333333333	521	94.2242833865567	24	-1.826086956521739	55.4991008722525	6.0	1	ja	32982.0	0
夢日記シルス	529.4	658	125.68143149336828	10	33.333333333333336	139.61464822861532	2.5	1	ja	509659.0	0
夢野あかり	1968.3983050847455	3204	495.1792413083808	118	11.623931623931623	294.9224540537711	29.5	2	ja	21779.0	0
大丸	1544.52	2186	459.9826192368576	25	-26.125	506.18868388739406	6.25	5	zh	509658.0	0
大家好我是奶哥	314.2857142857143	359	28.1052443843629	7	14.0	16.75708805252273	1.75	1	zh	1894871944.0	0
大家養	348.1481481481481	505	79.86127573375823	27	5.461538461538462	67.2168019288218	6.75	1	zh	509672.0	0
大御所にゅん子	663.0636363636364	1461	268.12294445730254	110	2.9541284403669725	147.9709296600681	27.5	2	ja	21779.0	0
大楷	391.75	794	163.85976241631266	24	2.3043478260869565	159.8383941766321	6.0	4	zh	229772247.0	0
大米飯班主	581.15	650	39.75090200896474	20	-3.789473684210526	47.60903152807181	5.0	1	zh-hk	509658.0	0
大頭皮	441.0	463	24.879710609249457	3	-16.0	46.66904755831214	0.75	1	zh	138585.0	0
大魚	362.5	423	46.15517305784911	6	5.0	55.02726596879042	1.5	1	zh	509658.0	0
天ノ川ねる	440.8928571428572	1169	235.8530111258766	56	-2.8	172.35271758594135	14.0	2	ja	21779.0	0
天上地下唯我獨尊聖結石	486.375	600	101.5915315649601	8	17.714285714285715	84.39927781230178	2.0	1	zh	509658.0	0
天使うとちゃん	314.82142857142856	431	72.82096440684411	28	1.5925925925925926	74.88209155283815	7.0	1	ja	516575.0	0
天使サたん	397.5	795	212.85250680969767	30	14.79310344827586	68.69465528718105	7.5	1	ja	491931.0	0
天唄サウ	1448.5384615384614	2177	354.6409651717901	52	7.686274509803922	143.3324094817468	13.0	1	ja	32982.0	0
天帝フォルテ	667.5833333333334	1199	186.91882091976484	96	2.4526315789473685	123.51498904828054	24.0	5	ja	21779.0	0
天晴哈嚕嚕	255.8275862068965	353	59.71603575345888	29	-3.5357142857142856	30.156974677396292	7.25	1	zh	513143.0	0
天櫻咲樂	286.1666666666667	396	56.79121784433247	12	-18.09090909090909	11.64864408808635	3.0	1	zh	509658.0	0
天狗ちゃんです	779.8571428571429	1045	195.77925447686357	14	40.92307692307692	99.77429657186391	3.5	1	ja	515025.0	0
天羽よつは	386.1724137931034	538	67.44048644414318	29	5.678571428571429	56.37115993092276	7.25	2	ja	516575.0	0
天羽衣_ななしいんく	389.4237288135593	501	86.76051131584721	59	3.931034482758621	33.54330119489466	14.75	1	ja	515025.0	0
天菜小姐	668.8333333333334	744	78.11636618959349	6	34.4	87.40022883265237	1.5	1	zh	509658.0	0
天雪雪	470.2	593	82.95085559802529	10	21.11111111111111	89.42377262848571	2.5	1	zh	509659.0	0
天鬼ぷるる	1281.111111111111	1826	306.92723919315154	36	6.628571428571429	243.5519132624121	9.0	4	ja	1158884259.0	0
奈奈奈奈奈兒	540.2	615	72.9979451765596	5	-19.75	109.52435041274306	1.25	1	zh	509658.0	0
奈繪川	319.35	479	75.41623097673893	20	-13.473684210526317	12.112291374433712	5.0	1	zh	509658.0	0
奥歯まやら	374.35	431	41.12532194722807	20	-1.368421052631579	40.32673572253385	5.0	1	ja	55453844.0	0
女尼牙隹	252.0	300	27.287359711045703	11	9.8	19.820303843393635	2.75	1	zh	509672.0	0
如月れん	7086.226027397261	15321	2772.7336810088086	146	23.28965517241379	1437.4202147773535	36.5	3	ja	55453844.0	0
