user_name	game_id	media_viewers	frequencia	relevancia
wsfxs	509658	42566.0	1	851320
dovrz	509658	42540.0	1	850800
fcbge	509658	42513.0	1	850260
zqfao	509658	42502.0	1	850040
tpgcz	509658	42495.0	1	849900
jqqku	509658	42458.0	1	849160
hdqze	509658	42449.0	1	848980
rbhgc	509658	42435.0	1	848700
dsphw	509658	42433.0	1	848660
ybduh	509658	42431.0	1	848620
sasnv	509658	42423.0	1	848460
nqwas	509658	42377.0	1	847540
brptp	509658	42367.0	1	847340
vxbnk	509658	42365.0	1	847300
ucjps	509658	42356.0	1	847120
hvqvj	509658	42265.0	1	845300
sczfr	509658	42235.0	1	844700
wzdni	509658	42222.0	1	844440
pciki	509658	42124.0	1	842480
ttqnr	509658	42046.0	1	840920
hxcmz	509658	42032.0	1	840640
wwxbw	509658	42030.0	1	840600
qkvsz	509658	41957.0	1	839140
ztwvp	509658	41871.0	1	837420
shamnyc	509658	775.02	54	837022
uxyxm	509658	41782.0	1	835640
epkfq	509658	41767.0	1	835340
ustjd	509658	41763.0	1	835260
pxdwe	509658	41756.0	1	835120
rosedoodle	509658	1227.97	34	835020
qebfa	509658	41744.0	1	834880
rmtaw	509658	41721.0	1	834420
gpued	509658	41668.0	1	833360
mrgzi	509658	41638.0	1	832760
LasVegasVP	509658	1094.0	38	831440
UpMinaa	509658	2074.35	20	829740
cvyda	509658	41455.0	1	829100
pnfen	509658	41389.0	1	827780
gwdsm	509658	41317.0	1	826340
Kenji	509658	3173.62	13	825141
gxwys	509658	41005.0	1	820100
nsbbe	509658	40973.0	1	819460
cnfdm	509658	40967.0	1	819340
kuhuq	509658	40645.0	1	812900
Vienna	509658	1929.52	21	810398
jdqqz	509658	40467.0	1	809340
Foolish	509658	2878.64	14	806019
salmmus	509658	1456.04	27	786262
joyymei	509658	530.12	74	784578
F1NN5TER	509658	2057.74	19	781941
fanfan	509658	1428.52	27	771401
projektmelody	509658	1156.36	33	763198
BigDJGhost	509658	359.38	106	761886
Buni	509658	442.2	86	760584
PorcelainMaid	509658	774.88	49	759382
Zumi	509658	697.78	54	753602
Tubbo	509658	3352.0	11	737440
QuarterJade	509658	1938.63	19	736679
YungeenAce	509658	704.0	52	732160
Gingy	509658	2790.92	13	725639
Emilycc	509658	276.3	131	723906
Limealicious	509658	2007.06	18	722542
wehoopinx	509658	776.39	46	714279
papamutt	509658	701.04	50	701040
NYKchazza	509658	3485.5	10	697100
fuslie	509658	2902.83	12	696679
Pokemon	509658	1110.42	31	688460
angryginge13	509658	8550.25	4	684020
enemycharlie	509658	546.85	62	678094
nyanners	509658	1473.57	23	677842
JalensWorld_	509658	605.69	55	666259
FroggyLoch	509658	951.0	35	665700
Maximilian_DOOD	509658	4737.29	7	663221
Kaiju_Waifu	509658	402.46	82	660034
CONEY	509658	999.61	33	659743
Mande	509658	1231.54	26	640401
Elina	509658	1181.67	27	638102
Plug	509658	286.25	111	635475
ChaChaYourVmom	509658	690.72	46	635462
KairyuCrocodile	509658	1512.43	21	635221
Kaise	509658	1120.25	28	627340
AstaBush	509658	602.25	52	626340
sodapoppin	509658	4452.57	7	623360
Kaceytron	509658	514.27	60	617124
UWOSLAB	509658	768.4	40	614720
Spite	509658	877.74	35	614418
ClioAite	509658	871.23	35	609861
Th3Discourse	509658	507.5	60	609000
StrawberryTabby	509658	893.47	34	607560
nekrolina	509658	978.94	31	606943
Bebahan	509658	1072.21	28	600438
Suzooiey	509658	966.55	31	599261
aliciaxlife	509658	572.4	52	595296
PSP1G	509658	1289.17	23	593018
Valeria7K	509658	420.46	70	588644
emme	509658	2670.82	11	587580
NymN	509658	1394.57	21	585719
FRAIKI	509658	731.18	40	584944
KennyandChan	509658	2913.3	10	582660
357broadway	509658	659.14	44	580043
KindaFunnyGames	509658	626.59	46	576463
detune	509658	900.09	32	576058
justketh	509658	449.4	63	566244
chromuchromu	509658	601.34	47	565260
nahyunworld	509658	622.09	45	559881
littlebunny_x	509658	397.9	70	557060
dorozea	509658	1155.0	24	554400
Sinder	509658	1312.24	21	551141
ShiaBun	509658	669.66	41	549121
Greekgodx	509658	979.57	28	548559
Rainhoe	509658	1183.17	23	544258
Masayoshi	509658	2086.15	13	542399
Klaire	509658	425.44	63	536054
Pippa	509658	953.64	28	534038
ElasticDroid	509658	1566.12	17	532481
MARI	509658	680.74	39	530977
iTzRease	509658	411.48	64	526694
dano_mall	509658	1461.67	18	526201
Peter	509658	1372.84	19	521679
Berticuss	509658	1226.1	21	514962
Rhyzohm	509658	345.58	74	511458
classic_christine	509658	291.46	87	507140
Gavrilka	509658	527.92	48	506803
YungBuffaloSauce	509658	761.76	33	502762
lasstishen	509658	760.12	33	501679
velvet_7	509658	383.72	65	498836
chibidoki	509658	2065.5	12	495720
T10Nat	509658	550.78	45	495702
hyyjoe	509658	347.87	71	493975
ThePrimeagen	509658	1762.29	14	493441
Valkyrae	509658	4067.33	6	488080
KYRIOCIFER	509658	494.96	49	485061
ibabyrainbow	509658	589.85	41	483677
Divvity	509658	393.52	61	480094
K9KURO	509658	498.42	48	478483
Ellie_Minibot	509658	994.83	24	477518
sunnychristinaa	509658	1084.59	22	477220
Mathil1	509658	1255.32	19	477022
TinasTopia	509658	842.0	28	471520
aircool	509658	480.47	49	470861
Clix	509658	4697.2	5	469720
Acie	509658	1797.23	13	467280
Kalei	509658	517.27	45	465543
39daph	509658	1659.14	14	464559
Saintone	509658	422.25	55	464475
ONLY1HOF	509658	515.58	45	464022
bluesclues124	509658	1546.13	15	463839
yvonnie	509658	722.25	32	462240
Thetylilshow	509658	3253.43	7	455480
NicholasLightTV	509658	1745.38	13	453799
el_XoX	509658	357.15	62	442866
hailyXalyse	509658	526.36	42	442142
thewildlatina	509658	373.58	59	440824
AverageHarry_	509658	734.23	30	440538
hyoon	509658	1467.87	15	440361
autsyn	509658	518.55	42	435582
SweeetTails	509658	1198.94	18	431618
OmegaPro	509658	325.59	66	429779
Hafthorjulius	509658	628.91	34	427659
socpens	509658	1009.19	21	423860
Kinkymation	509658	515.37	41	422603
glhnb	509658	21122.0	1	422440
VulpesHD	509658	629.88	33	415721
DreDaTopicLive	509658	448.67	46	412776
fdsignifyre1	509658	1283.0	16	410560
coreydarbo	509658	325.67	63	410344
reemknocks	509658	816.48	25	408240
CracBaby	509658	849.71	24	407861
XenosysVex	509658	616.24	33	406718
Kong	509658	482.76	42	405518
fryboydb	509658	675.53	30	405318
Ponden	509658	2013.3	10	402660
HealthyGamer_GG	509658	1005.05	20	402020
GP_TV	509658	344.48	58	399597
UHN	509658	992.35	20	396940
HAchubby	509658	565.71	35	395997
BorahaeHQ	509658	791.96	25	395980
SmallAnt	509658	1520.08	13	395221
oiyzm	509658	19601.0	1	392020
xoAeriel	509658	1019.74	19	387501
marimari_en	509658	1135.35	17	386019
OniGiri	509658	1013.53	19	385141
WhyCue	509658	190.62	101	385052
Flats	509658	2729.29	7	382101
calvinaiden	509658	954.95	20	381980
Giantwaffle	509658	953.8	20	381520
DeadBlossomJesse	509658	890.62	21	374060
Cristal_Asmr	509658	550.06	34	374041
Gigguk	509658	1867.6	10	373520
anxstasia	509658	349.47	53	370438
gracelyra	509658	576.72	32	369101
EmberParadox	509658	305.85	60	367020
Rinnegoddess	509658	326.27	56	365422
johnlive890	509658	1300.07	14	364020
Lucellia	509658	331.87	54	358420
aspenfinallyrichh	509658	263.06	68	357762
onedenizka1	509658	4463.5	4	357080
WhiskeyDing0	509658	685.96	26	356699
해까닥여울이	509658	246.31	72	354686
jidionpremium	509658	1181.67	15	354501
MooMooClover	509658	842.62	21	353900
Linny	509658	196.01	90	352818
shxtou	509658	2937.0	6	352440
Marzzzzy	509658	1172.53	15	351759
Ray	509658	1461.75	12	350820
Majski227	509658	527.06	33	347860
Milagro_Gramz	509658	914.42	19	347480
RADIAACTIVE	509658	524.61	33	346243
MeltIsLIVE	509658	410.5	42	344820
vixi	509658	660.42	26	343418
DGthe99	509658	635.78	27	343321
megabearhugs	509658	450.42	38	342319
shazdelicious	509658	532.41	32	340742
hanner	509658	850.0	20	340000
carabeanz	509658	466.22	36	335678
Saeko	509658	452.92	37	335161
Skizzleman	509658	1669.0	10	333800
Esskayuwu	509658	503.58	33	332363
StreamDatabase	509658	243.9	68	331704
Oxillery	509658	611.15	27	330021
Milky	509658	628.0	26	326560
Lychee	509658	622.73	26	323820
Nagzz	509658	895.39	18	322340
mishymolly	509658	383.31	42	321980
MintCastella	509658	422.97	38	321457
NurseHuckleberry	509658	411.1	39	320658
Arssenyav	509658	326.65	49	320117
buckefps	509658	881.72	18	317419
Max_Fewtrell	509658	660.17	24	316882
Samwitch	509658	748.67	21	314441
theresnoee	509658	714.0	22	314160
jihyorge	509658	363.12	43	312283
deathlyill	509658	487.78	32	312179
GEEGA	509658	1298.58	12	311659
JimmyHere	509658	1037.93	15	311379
spoonerdawg	509658	740.24	21	310901
Pilat	509658	322.54	48	309638
jiggyturner	509658	702.95	22	309298
Giwi	509658	858.17	18	308941
faxuty	509658	3084.8	5	308480
itsRyanHiga	509658	530.52	29	307702
meilylol	509658	1180.15	13	306839
suko	509658	567.67	27	306542
EmmaLayne	509658	463.97	33	306220
Haridade_	509658	287.75	53	305015
SeanDaBlack	509658	660.83	23	303982
ujxlg	509658	15192.0	1	303840
HaiperEXE	509658	7583.0	2	303320
richwcampbell	509658	3774.5	4	301960
jcxmo	509658	15086.0	1	301720
sincerelyjuju	509658	498.23	30	298938
DonutOperator	509658	742.55	20	297020
saintsakura	509658	922.94	16	295341
MafiaJinx	509658	273.06	54	294905
cimgj	509658	14635.0	1	292700
schlont	509658	395.46	37	292640
brinziez	509658	766.32	19	291202
unnamednow00	509658	498.45	29	289101
toad	509658	386.92	37	286321
littlebear36	509658	391.97	36	282218
TheBlackHokage	509658	455.0	31	282100
JOEYKAOTYK	509658	780.28	18	280901
1jdab1	509658	519.59	27	280579
Vexoria_The_SunEater	509658	875.62	16	280198
Moonzkii	509658	264.15	53	279999
koalapuffslive	509658	348.88	40	279104
GoOffKings	509658	730.95	19	277761
jaycgee	509658	308.27	45	277443
Rachitroo_1	509658	2301.67	6	276200
janifest	509658	380.53	36	273982
taysmcrr	509658	1711.25	8	273800
chrismelberger	509658	855.31	16	273699
KaiVtuber	509658	350.72	39	273562
musim_official	509658	1515.89	9	272860
MaryMaybe	509658	908.2	15	272460
vtwlb	509658	13597.0	1	271940
Tuppeeyy	509658	255.58	53	270915
Lobanjicaa	509658	1691.38	8	270621
PirateSoftware	509658	1350.8	10	270160
itslunaaura	509658	1122.58	12	269419
BullRacksin	509658	480.96	28	269338
KingSobe	509658	430.42	31	266860
InVain	509658	512.19	26	266339
CottontailVA	509658	2207.5	6	264900
jakenbakeLIVE	509658	529.64	25	264820
austinmcbroom	509658	4412.33	3	264740
MarshieVT	509658	550.96	24	264461
BayesiaNash	509658	399.36	33	263578
sonwabileovii	509658	438.4	30	263040
Bucklington	509658	1307.6	10	261520
THENIGELB	509658	466.86	28	261442
ARUUU	509658	465.68	28	260781
peterpark	509658	500.12	26	260062
toma	509658	444.97	29	258083
WINNINGBIKINI	509658	457.61	28	256262
R3DxVelvet	509658	533.21	24	255941
MakoFukasame	509658	472.56	27	255182
DragonSpit	509658	386.18	33	254879
watashinogamer	509658	407.81	31	252842
qfcro	509658	12592.0	1	251840
GabSmolders	509658	1257.1	10	251420
jessicakohh	509658	522.58	24	250838
mira004	509658	569.55	22	250602
BarbarousKing	509658	2062.33	6	247480
DeliverTheFood	509658	534.7	23	245962
gbxdb	509658	12208.0	1	244160
bootyswagga	509658	433.57	28	242799
Kandyland	509658	549.14	22	241622
theadammcintyre	509658	522.57	23	240382
ognhi	509658	11991.0	1	239820
Tyrone	509658	478.68	25	239340
izzyandalanna	509658	2391.2	5	239120
Taylien	509658	290.34	41	238079
heinzbaines_	509658	1693.43	7	237080
caughtbybk	509658	232.43	51	237079
shvfty__	509658	288.34	41	236439
GraceWitham	509658	358.0	33	236280
PixelDrinky	509658	437.48	27	236239
thatssoolauren	509658	327.72	36	235958
lagmasterpiece	509658	535.86	22	235778
Pieface23	509658	1065.91	11	234500
parkenharbor	509658	781.2	15	234360
xChocoBars	509658	1064.09	11	234100
Suto	509658	432.37	27	233480
chrisudalla	509658	339.56	34	230901
TommyKayLIVE	509658	884.85	13	230061
MBTYuGiOh	509658	884.0	13	229840
Chibu	509658	1039.73	11	228741
RobbyBerger	509658	1264.56	9	227621
girl__fighter	509658	630.11	18	226840
SpinusTV	509658	539.81	21	226720
BritBratTV	509658	628.61	18	226300
JERICHO	509658	749.27	15	224781
theatrinidad	509658	427.42	26	222258
Derapchu	509658	611.83	18	220259
Emiru247	509658	233.13	47	219142
RealArzell	509658	331.58	33	218843
빛베리	509658	905.17	12	217241
FCHWPO	509658	2705.75	4	216460
Cinemarxism	509658	306.06	35	214242
Shirahiko	509658	426.12	25	213060
DoubleToasted	509658	354.37	30	212622
Bawkbasoup	509658	1057.0	10	211400
wasabiicat	509658	301.83	35	211281
war_hamster6	509658	476.77	22	209779
KyleBosman	509658	574.44	18	206798
BtbDezzz	509658	736.93	14	206340
Develique	509658	426.25	24	204600
notdenims	509658	637.44	16	203981
athnessa	509658	248.17	41	203499
saweetheart	509658	240.74	42	202222
RaeLaveire	509658	773.23	13	201040
Jabroni_Mike	509658	1431.43	7	200400
Twitch	509658	1668.83	6	200260
EverythingNowShow	509658	332.87	30	199722
miia	509658	382.31	26	198801
Lucah	509658	382.04	26	198661
hgrjo	509658	9865.0	1	197300
TheNicoleT	509658	428.04	23	196898
beribug	509658	702.79	14	196781
kkatamina	509658	1089.44	9	196099
TinaKitten	509658	2448.0	4	195840
MarkusKing	509658	610.75	16	195440
Caxyhh	509658	541.11	18	194800
celebi_cos	509658	1076.67	9	193801
Meicha	509658	403.12	24	193498
AstralSpiff	509658	1575.33	6	189040
RanbooLive	509658	553.88	17	188319
DyaRikku	509658	724.23	13	188300
zachbealetv	509658	335.68	28	187981
iodiopt	509658	522.11	18	187960
iGumdrop	509658	1169.25	8	187080
CheeseLouise	509658	489.68	19	186078
Coach_H1	509658	281.18	33	185579
coolkidfrmbx	509658	488.0	19	185440
krypto_nat	509658	708.85	13	184301
sugarhillddotlive	509658	767.92	12	184301
Redshell	509658	762.33	12	182959
JakeWebber69	509658	761.67	12	182801
jameskibs	509658	1009.33	9	181679
BigHowellDawdy	509658	312.31	29	181140
LittleAznChat	509658	476.47	19	181059
Tig1k_	509658	360.44	25	180220
bashbunni	509658	497.11	18	178960
nickgstreams	509658	297.93	30	178758
Fufu	509658	496.06	18	178582
Sayu	509658	370.96	24	178061
wh3erz	509658	802.73	11	176601
chriscotterr	509658	549.06	16	175699
balenzay	509658	548.69	16	175581
Rosiiwun	509658	877.2	10	175440
remilianephys	509658	730.83	12	175399
KingGothalion	509658	1250.29	7	175041
OMGItsBirdman	509658	243.08	36	175018
gbln420	509658	795.0	11	174900
Sinuuki	509658	335.42	26	174418
cam2r	509658	1244.43	7	174220
Ms_Tricky	509658	393.91	22	173320
helenalive	509658	541.56	16	173299
Nogla	509658	453.26	19	172239
alinaarosee	509658	358.25	24	171960
CallieCalico	509658	286.47	30	171882
GamesCage	509658	428.65	20	171460
Ebiko	509658	534.25	16	170960
melibela	509658	443.53	19	168541
rynenzo	509658	763.91	11	168060
tylil	509658	8377.0	1	167540
jaystayup	509658	522.31	16	167139
meat	509658	490.06	17	166620
pumpkinpotion	509658	639.85	13	166361
Nosiiree	509658	332.6	25	166300
BLOU	509658	486.53	17	165420
NOMADI_	509658	549.8	15	164940
SocksBX	509658	293.64	28	164438
snuffy	509658	1170.0	7	163800
Dinah	509658	1364.83	6	163780
JonSandman	509658	303.15	27	163701
DizzyKitten	509658	908.89	9	163600
madeon	509658	1362.67	6	163520
DDG	509658	4051.5	2	162060
kelitarosita	509658	1618.2	5	161820
PotasticP	509658	402.75	20	161100
ZERODOIOFFICIAL	509658	535.13	15	160539
maisy	509658	348.61	23	160361
nbmts	509658	8005.0	1	160100
chefdevin7	509658	797.8	10	159560
TaigaxHolic	509658	379.52	21	159398
alekirser	509658	723.0	11	159060
Bolo	509658	376.9	21	158298
Nicoco	509658	649.67	12	155921
itmeJP	509658	864.56	9	155621
DJClancy	509658	1937.0	4	154960
mfnyh	509658	7710.0	1	154200
Vampykinz	509658	319.38	24	153302
octobherr	509658	206.65	37	152921
Senz	509658	446.94	17	151960
Shane_Hartline	509658	1887.0	4	150960
SYMBXL	509658	300.68	25	150340
Honey	509658	535.64	14	149979
Mars_Fortuna	509658	467.25	16	149520
AngelaOreo	509658	355.9	21	149478
CyYuVtuber	509658	619.58	12	148699
fromgoat9	509658	927.62	8	148419
Tobs	509658	570.77	13	148400
mimoontv	509658	618.17	12	148361
vwyck	509658	7411.0	1	148220
Preachlfw	509658	1234.0	6	148080
Kyrieirving	509658	1229.33	6	147520
Paryeet	509658	335.05	22	147422
quqco	509658	490.73	15	147219
Cewpins	509658	222.48	33	146837
donaCS	509658	917.25	8	146760
TonytheDuff	509658	333.14	22	146582
FreshZoneTV	509658	663.91	11	146060
fl0m	509658	1217.17	6	146060
SnootyDeath	509658	190.34	38	144658
elBokeron	509658	722.9	10	144580
rosiebellmoo	509658	449.44	16	143821
YugopnikTwitch	509658	378.42	19	143800
meowbuffy	509658	511.86	14	143321
aksually	509658	397.5	18	143100
nikkoortizzz	509658	474.67	15	142401
chiblee	509658	711.9	10	142380
Canniny	509658	237.0	30	142200
KingWoolz	509658	1774.0	4	141920
Lupac	509658	244.21	29	141642
Ninaninin	509658	707.9	10	141580
HeavenlyFather	509658	786.44	9	141559
STPeach	509658	1009.14	7	141280
babygirlmiza	509658	1007.43	7	141040
Conterstine	509658	435.88	16	139482
3MGLIVE	509658	224.97	31	139481
jacksfilms	509658	631.18	11	138860
Nadeshot	509658	2312.67	3	138760
Luke	509658	577.75	12	138660
MattMorseLIVE	509658	988.29	7	138361
Grizzy	509658	1383.6	5	138360
alexxcantdrive	509658	1724.75	4	137980
Sommerset	509658	860.0	8	137600
1microwavemax	509658	214.56	32	137318
Wangs	509658	245.21	28	137318
LexiGraham	509658	310.86	22	136778
OverEzEggs	509658	521.92	13	135699
notdailey	509658	521.92	13	135699
DashCamOwnersAus	509658	1130.33	6	135640
ujyli	509658	6751.0	1	135020
therealtianamusarra	509658	748.0	9	134640
MaxGGs	509658	560.25	12	134460
saps	509658	955.86	7	133820
NotDaBlack	509658	608.27	11	133819
JoCat	509658	473.57	14	132600
ayofatnap	509658	601.82	11	132400
KiddNation	509658	441.33	15	132399
Makari	509658	253.92	26	132038
SincerelyAurora	509658	659.0	10	131800
LuminusRed	509658	411.25	16	131600
misterhyde55	509658	821.75	8	131480
sennyk4	509658	386.65	17	131461
DGR_Dave	509658	597.09	11	131360
BreesKnees	509658	344.63	19	130959
notdebpark	509658	232.86	28	130402
JeanFaymas	509658	406.94	16	130221
centinolive	509658	1289.2	5	128920
DixeeChris	509658	238.33	27	128698
officialjaidynalexxis	509658	494.23	13	128500
ksAAA_	509658	319.65	20	127860
flarebahr	509658	290.14	22	127662
AdamPacitti	509658	455.07	14	127420
dima_wallhacks	509658	1590.5	4	127240
SmallFryz	509658	908.43	7	127180
Strippin	509658	1055.67	6	126680
Kamikaze_Shortbus	509658	527.83	12	126679
JaboodyShow	509658	633.2	10	126640
ohkatiemarie	509658	371.59	17	126341
TimTheTatman	509658	2105.67	3	126340
mdot_59	509658	700.89	9	126160
Velkyen	509658	572.55	11	125961
qzjys	509658	6262.0	1	125240
c8mxron21	509658	446.5	14	125020
tiffytimewwe	509658	1245.4	5	124540
kessandhan	509658	563.64	11	124001
BasilWoof	509658	1032.17	6	123860
uhSnow	509658	619.0	10	123800
BarleyTheBurr	509658	686.78	9	123620
KingSammelot	509658	1232.0	5	123200
SeeCatPlay	509658	437.29	14	122441
lunity	509658	304.15	20	121660
itsstephlee	509658	263.22	23	121081
ChelzorTheDestroyer	509658	242.04	25	121020
MysticLight	509658	548.45	11	120659
Sneegsnag	509658	663.11	9	119360
Shiphtur	509658	348.88	17	118619
ryaah	509658	538.64	11	118501
peedenisonline	509658	265.73	22	116921
KingKreas	509658	827.0	7	115780
Boosfer	509658	480.25	12	115260
Enable	509658	239.08	24	114758
BruceGreene	509658	1419.5	4	113560
derekgraz	509658	218.08	26	113402
AnnaDemetriou	509658	566.5	10	113300
yxlsalah	509658	625.78	9	112640
heyarcher_	509658	507.91	11	111740
TeosGame	509658	698.0	8	111680
joshtwoh	509658	232.58	24	111638
Shenpai	509658	504.18	11	110920
bashtheentertainer	509658	1108.2	5	110820
cloverrhouse	509658	1838.0	3	110280
sakurah	509658	290.21	19	110280
NekoElla	509658	786.43	7	110100
MissMercyy	509658	364.73	15	109419
ros3mnd	509658	680.75	8	108920
arthurtv	509658	776.0	7	108640
Ventress	509658	417.62	13	108581
kristinemaia	509658	236.0	23	108560
melina	509658	602.22	9	108400
LivAgar	509658	492.09	11	108260
noemi	509658	283.74	19	107821
ohKayBunny	509658	671.0	8	107360
CallMeCarsonLIVE	509658	411.92	13	107099
YoThatsEJ	509658	534.3	10	106860
bimten	509658	530.4	10	106080
sneakylol	509658	2626.0	2	105040
sana_is_lifee	509658	1312.75	4	105020
TheMrSark	509658	1747.67	3	104860
pomatomaster	509658	288.61	18	103900
p4perback	509658	572.11	9	102980
Apollolol	509658	367.43	14	102880
owengejuicetv	509658	853.5	6	102420
PMSJordan	509658	729.0	7	102060
poopernoodle	509658	506.9	10	101380
antunya	509658	460.55	11	101321
DrDonutttttt	509658	629.5	8	100720
MARYxLEEEE	509658	251.05	20	100420
DokiDoMiki	509658	499.6	10	99920
AdrianaChechik_	509658	713.29	7	99861
scott_fr33	509658	450.91	11	99200
ItsSky	509658	408.92	12	98141
ZylaVale	509658	408.33	12	97999
paidwayyto	509658	611.75	8	97880
hamikuro	509658	407.42	12	97781
Eden	509658	348.71	14	97639
Yuzu	509658	971.2	5	97120
HansumFella	509658	323.47	15	97041
RNSmeer	509658	210.22	23	96701
JoeFudge	509658	481.9	10	96380
CameramanPaul	509658	320.73	15	96219
ShyThembo	509658	267.17	18	96181
HollyRex	509658	683.57	7	95700
maimy	509658	956.6	5	95660
favorite	509658	206.74	23	95100
mochiyooni	509658	295.69	16	94621
AssistMeDoom	509658	248.58	19	94460
cassiabree	509658	214.14	22	94222
MOTHERv3	509658	522.56	9	94061
hotrodd	509658	313.53	15	94059
APlatypuss	509658	521.78	9	93920
Nadia	509658	775.83	6	93100
LuxieGames	509658	464.6	10	92920
neurodetergent	509658	185.44	25	92720
devincaherly	509658	463.1	10	92620
ArthurAbbott	509658	513.22	9	92380
Vanessa_Lopez_Official	509658	327.43	14	91680
julien	509658	914.6	5	91460
MujinOfficial	509658	412.09	11	90660
priprilapri	509658	301.13	15	90339
ThatMartinKidTV	509658	1502.0	3	90120
GhostySaige	509658	346.54	13	90100
MrLazerboy	509658	319.07	14	89340
hotspotstella	509658	260.65	17	88621
saucekill	509658	221.05	20	88420
Aliythia	509658	488.11	9	87860
andersonjph	509658	878.4	5	87840
Wolfsbanee	509658	292.47	15	87741
HamNCheddar	509658	365.25	12	87660
MataraKan	509658	875.6	5	87560
TubboLIVE	509658	1459.0	3	87540
MapleChicken	509658	242.67	18	87361
KanekoLumi	509658	726.17	6	87140
CorgiCam	509658	434.3	10	86860
CharlParkesx	509658	1083.25	4	86660
BASETRADETV	509658	206.05	21	86541
n0pants	509658	288.4	15	86520
dollblush	509658	432.4	10	86480
모르님_	509658	1072.5	4	85800
arii	509658	610.86	7	85520
mikecakezlive	509658	425.9	10	85180
ClutchGoneGaming	509658	234.61	18	84460
ghcoffee	509658	422.0	10	84400
bajiru_EN	509658	703.17	6	84380
Niyeko	509658	262.81	16	84099
laribug	509658	261.56	16	83699
mooni	509658	464.11	9	83540
SuperButterBuns	509658	347.92	12	83501
Katrine	509658	692.67	6	83120
ZONEsama	509658	243.94	17	82940
aceakers	509658	344.17	12	82601
ellum	509658	515.88	8	82541
gigi	509658	586.29	7	82081
LordAethelstan	509658	585.43	7	81960
Ashens	509658	372.27	11	81899
MusicSportsLifeLive	509658	371.18	11	81660
Onisuna	509658	674.0	6	80880
Pipi_Slayer	509658	446.33	9	80339
LuluLuvely	509658	1003.25	4	80260
PerriKaryal	509658	400.8	10	80160
Vio	509658	498.88	8	79821
bonniebonkers	509658	306.46	13	79680
HinaBoBina	509658	305.15	13	79339
giannirahh	509658	660.0	6	79200
imreallyimportant	509658	263.53	15	79059
Robbaz	509658	1306.67	3	78400
silverrruns	509658	434.78	9	78260
MagicMagyTv	509658	324.58	12	77899
EmjayPlayss	509658	1931.5	2	77260
badblando	509658	238.94	16	76461
studbudz	509658	545.29	7	76341
hpduketv	509658	950.75	4	76060
KristenLanae	509658	252.2	15	75660
BellaRamaTV	509658	1255.33	3	75320
5ive	509658	188.2	20	75280
jaxvtuber	509658	313.5	12	75240
WiThOuTdEv	509658	417.33	9	75119
steyeuh	509658	749.2	5	74920
Granny	509658	532.57	7	74560
rjeanlouis	509658	742.0	5	74200
InnocentElixir	509658	308.0	12	73920
day500champ1530	509658	263.0	14	73640
shooshimooshi	509658	613.67	6	73640
RareGangster	509658	282.23	13	73380
deskyy9000	509658	730.6	5	73060
SaraJazz	509658	329.91	11	72580
furiousfade	509658	517.43	7	72440
kristinadaniellexo	509658	603.5	6	72420
ClairaClover	509658	328.91	11	72360
ravenalternative	509658	451.38	8	72221
Shoomimi	509658	400.0	9	72000
xoDee	509658	224.94	16	71981
Blue_Squadron	509658	599.0	6	71880
kana	509658	275.23	13	71560
RinPenrose	509658	892.75	4	71420
veronika	509658	274.38	13	71339
nater4L	509658	252.57	14	70720
youngdabo	509658	505.14	7	70720
CelestiumArt	509658	441.75	8	70680
astoldbyindigo	509658	503.0	7	70420
Fariis47	509658	3513.0	1	70260
deepx58	509658	500.71	7	70099
Sethus	509658	290.67	12	69761
angie	509658	289.83	12	69559
badellzy	509658	316.09	11	69540
Louisa_Khovanski	509658	495.57	7	69380
HannahHyrule	509658	385.33	9	69359
shannonmais	509658	432.75	8	69240
vividlyVIVI	509658	346.2	10	69240
Datto	509658	690.6	5	69060
Hollywoodbrown5	509658	686.8	5	68680
Savii	509658	485.0	7	67900
Melizande	509658	260.62	13	67761
Yumi	509658	670.0	5	67000
TyKwonDoe	509658	257.38	13	66919
CuteDog_	509658	556.33	6	66760
SypherPK	509658	828.0	4	66240
missabs	509658	827.5	4	66200
Covent	509658	275.5	12	66120
blau	509658	329.4	10	65880
CinCinBear	509658	218.8	15	65640
InvaderVie	509658	466.57	7	65320
henemimi	509658	296.82	11	65300
drrilon	509658	813.5	4	65080
Merryweather	509658	406.25	8	65000
SantiZap	509658	809.25	4	64740
BasicallyIDoWrk	509658	461.0	7	64540
danioskam	509658	200.69	16	64221
AlodiaMarie	509658	212.4	15	63720
Stoopzz	509658	793.75	4	63500
ririgaki	509658	451.86	7	63260
itsyoyo808	509658	286.45	11	63019
wackawackamun	509658	314.1	10	62820
aikobliss	509658	348.33	9	62699
enotishka18	509658	446.71	7	62539
blairmclurkin	509658	781.5	4	62520
ster	509658	1042.0	3	62520
Birdyovo	509658	195.19	16	62461
wifeLLC	509658	194.69	16	62301
erobb221live	509658	442.43	7	61940
jadeworld888	509658	1548.0	2	61920
MiaMakesMusic	509658	238.15	13	61919
Nitya_Nil	509658	773.5	4	61880
t_jeff23	509658	383.75	8	61400
LNhistorian	509658	612.8	5	61280
KatAbughazaleh	509658	306.0	10	61200
Megaa	509658	234.23	13	60900
triciaisabirdy	509658	253.5	12	60840
dooby3D	509658	1506.5	2	60260
Sanchovies	509658	598.2	5	59820
Eomzo	509658	425.57	7	59580
FLAKO	509658	369.62	8	59139
Liam	509658	1473.0	2	58920
